step,DQN (exp_frac=0.5) - _step,DQN (exp_frac=0.5) - _step__MIN,DQN (exp_frac=0.5) - _step__MAX,DQN (exp_frac=0.5) - reward,DQN (exp_frac=0.5) - reward__MIN,DQN (exp_frac=0.5) - reward__MAX,DQN (exp_frac=0.1) - _step,DQN (exp_frac=0.1) - _step__MIN,DQN (exp_frac=0.1) - _step__MAX,DQN (exp_frac=0.1) - reward,DQN (exp_frac=0.1) - reward__MIN,DQN (exp_frac=0.1) - reward__MAX,HAP (ours) - _step,HAP (ours) - _step__MIN,HAP (ours) - _step__MAX,HAP (ours) - reward,HAP (ours) - reward__MIN,HAP (ours) - reward__MAX,SAC - _step,SAC - _step__MIN,SAC - _step__MAX,SAC - reward,SAC - reward__MIN,SAC - reward__MAX,A2C - _step,A2C - _step__MIN,A2C - _step__MAX,A2C - reward,A2C - reward__MIN,A2C - reward__MAX,TD3 - _step,TD3 - _step__MIN,TD3 - _step__MAX,TD3 - reward,TD3 - reward__MIN,TD3 - reward__MAX
3595,,,,,,,,,,,,,,,,,,,84,84,84,0.0755,0.0755,0.0755,,,,,,,,,,,,
3625,,,,,,,,,,,,,,,,,,,85,85,85,0.076,0.076,0.076,,,,,,,,,,,,
3744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,385,385,385,0.39,0.39,0.39
3749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,386,386,386,0.39,0.39,0.39
3755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,387,387,387,0.4,0.4,0.4
3766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,389,389,389,0.381,0.381,0.381
3783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,392,392,392,0.43,0.43,0.43
3788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,393,393,393,0.43,0.43,0.43
3868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,407,407,407,0.435,0.435,0.435
3884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,410,410,410,0.396,0.396,0.396
3915,,,,,,,,,,,,,10,10,10,0.10792467083648816,0.10792467083648816,0.10792467083648816,,,,,,,,,,,,,,,,,,
3924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,417,417,417,0.359,0.359,0.359
3963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,424,424,424,0.381,0.381,0.381
3985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,428,428,428,0.39,0.39,0.39
3996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,430,430,430,0.398,0.398,0.398
4002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,431,431,431,0.398,0.398,0.398
4013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,433,433,433,0.399,0.399,0.399
4213,,,,,,,,,,,,,,,,,,,86,86,86,0.081,0.081,0.081,,,,,,,,,,,,
4244,,,,,,,,,,,,,,,,,,,87,87,87,0.081,0.081,0.081,,,,,,,,,,,,
4263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,443,443,443,0.396,0.396,0.396
4274,,,,,,,,,,,,,,,,,,,88,88,88,0.085,0.085,0.085,,,,,,,445,445,445,0.383,0.383,0.383
4280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,446,446,446,0.381,0.381,0.381
4291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,448,448,448,0.39,0.39,0.39
4304,,,,,,,,,,,,,,,,,,,89,89,89,0.086,0.086,0.086,,,,,,,,,,,,
4307,,,,,,,,,,,,,11,11,11,0.1153274185682222,0.1153274185682222,0.1153274185682222,,,,,,,,,,,,,,,,,,
4308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,451,451,451,0.409,0.409,0.409
4335,,,,,,,,,,,,,,,,,,,90,90,90,0.0895,0.0895,0.0895,,,,,,,,,,,,
4352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,459,459,459,0.429,0.429,0.429
4364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,461,461,461,0.447,0.447,0.447
4365,,,,,,,,,,,,,,,,,,,91,91,91,0.09,0.09,0.09,,,,,,,,,,,,
4369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,462,462,462,0.447,0.447,0.447
4380,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,0.229,0.229,0.229,,,,,,
4387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,465,465,465,0.447,0.447,0.447
4392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,466,466,466,0.458,0.458,0.458
4395,,,,,,,,,,,,,,,,,,,92,92,92,0.094,0.094,0.094,,,,,,,,,,,,
4404,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,0.25,0.25,0.25,468,468,468,0.459,0.459,0.459
4415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,470,470,470,0.46,0.46,0.46
4420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,471,471,471,0.452,0.452,0.452
4426,,,,,,,,,,,,,,,,,,,93,93,93,0.0925,0.0925,0.0925,,,,,,,472,472,472,0.452,0.452,0.452
4444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,475,475,475,0.444,0.444,0.444
4455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,477,477,477,0.432,0.432,0.432
4456,,,,,,,,,,,,,,,,,,,94,94,94,0.0915,0.0915,0.0915,,,,,,,,,,,,
4466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,479,479,479,0.406,0.406,0.406
4472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480,480,480,0.387,0.387,0.387
4486,,,,,,,,,,,,,,,,,,,95,95,95,0.103,0.103,0.103,,,,,,,,,,,,
4500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,485,485,485,0.36,0.36,0.36
4517,,,,,,,,,,,,,,,,,,,96,96,96,0.1115,0.1115,0.1115,,,,,,,,,,,,
4523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,489,489,489,0.354,0.354,0.354
4547,,,,,,,,,,,,,,,,,,,97,97,97,0.101,0.101,0.101,,,,,,,,,,,,
4577,,,,,,,,,,,,,,,,,,,98,98,98,0.101,0.101,0.101,,,,,,,,,,,,
4608,,,,,,,,,,,,,,,,,,,99,99,99,0.099,0.099,0.099,,,,,,,,,,,,
4638,,,,,,,,,,,,,,,,,,,100,100,100,0.1045,0.1045,0.1045,,,,,,,,,,,,
4668,,,,,,,,,,,,,,,,,,,101,101,101,0.109,0.109,0.109,,,,,,,,,,,,
4698,,,,,,,,,,,,,12,12,12,0.10410014209531648,0.10410014209531648,0.10410014209531648,,,,,,,,,,,,,,,,,,
4699,,,,,,,,,,,,,,,,,,,102,102,102,0.1095,0.1095,0.1095,,,,,,,,,,,,
4721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,491,491,491,0.354,0.354,0.354
4729,,,,,,,,,,,,,,,,,,,103,103,103,0.1155,0.1155,0.1155,,,,,,,,,,,,
4733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,493,493,493,0.363,0.363,0.363
4738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,494,494,494,0.355,0.355,0.355
4749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,496,496,496,0.384,0.384,0.384
4759,,,,,,,,,,,,,,,,,,,104,104,104,0.1165,0.1165,0.1165,,,,,,,,,,,,
4777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,501,501,501,0.377,0.377,0.377
4790,,,,,,,,,,,,,,,,,,,105,105,105,0.11,0.11,0.11,,,,,,,,,,,,
4820,,,,,,,,,,,,,,,,,,,106,106,106,0.105,0.105,0.105,,,,,,,,,,,,
4839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,512,512,512,0.46,0.46,0.46
4850,,,,,,,,,,,,,,,,,,,107,107,107,0.1075,0.1075,0.1075,,,,,,,,,,,,
4881,,,,,,,,,,,,,,,,,,,108,108,108,0.1115,0.1115,0.1115,,,,,,,,,,,,
4889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,521,521,521,0.478,0.478,0.478
4900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,523,523,523,0.457,0.457,0.457
4911,,,,,,,,,,,,,,,,,,,109,109,109,0.1125,0.1125,0.1125,,,,,,,,,,,,
4923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,527,527,527,0.449,0.449,0.449
4941,,,,,,,,,,,,,,,,,,,110,110,110,0.116,0.116,0.116,,,,,,,,,,,,
4951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,532,532,532,0.401,0.401,0.401
4968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,535,535,535,0.421,0.421,0.421
4972,,,,,,,,,,,,,,,,,,,111,111,111,0.112,0.112,0.112,,,,,,,,,,,,
4984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,538,538,538,0.411,0.411,0.411
4990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,539,539,539,0.392,0.392,0.392
5002,,,,,,,,,,,,,,,,,,,112,112,112,0.111,0.111,0.111,,,,,,,,,,,,
5032,,,,,,,,,,,,,,,,,,,113,113,113,0.106,0.106,0.106,,,,,,,,,,,,
5063,,,,,,,,,,,,,,,,,,,114,114,114,0.106,0.106,0.106,,,,,,,,,,,,
5089,,,,,,,,,,,,,13,13,13,0.10431937667077196,0.10431937667077196,0.10431937667077196,,,,,,,,,,,,,,,,,,
5093,,,,,,,,,,,,,,,,,,,115,115,115,0.1025,0.1025,0.1025,,,,,,,,,,,,
5124,,,,,,,,,,,,,,,,,,,116,116,116,0.1035,0.1035,0.1035,,,,,,,,,,,,
5154,,,,,,,,,,,,,,,,,,,117,117,117,0.1005,0.1005,0.1005,,,,,,,,,,,,
5184,,,,,,,,,,,,,,,,,,,118,118,118,0.1015,0.1015,0.1015,,,,,,,,,,,,
5207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,542,542,542,0.375,0.375,0.375
5215,,,,,,,,,,,,,,,,,,,119,119,119,0.1005,0.1005,0.1005,,,,,,,,,,,,
5218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,544,544,544,0.386,0.386,0.386
5224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,545,545,545,0.386,0.386,0.386
5245,,,,,,,,,,,,,,,,,,,120,120,120,0.089,0.089,0.089,,,,,,,,,,,,
5257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,551,551,551,0.431,0.431,0.431
5269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,553,553,553,0.43,0.43,0.43
5274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,554,554,554,0.42,0.42,0.42
5275,,,,,,,,,,,,,,,,,,,121,121,121,0.0785,0.0785,0.0785,,,,,,,,,,,,
5280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,555,555,555,0.422,0.422,0.422
5285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,556,556,556,0.412,0.412,0.412
5306,,,,,,,,,,,,,,,,,,,122,122,122,0.079,0.079,0.079,,,,,,,,,,,,
5308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,560,560,560,0.383,0.383,0.383
5325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,563,563,563,0.366,0.366,0.366
5353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,568,568,568,0.391,0.391,0.391
5358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,569,569,569,0.39,0.39,0.39
5369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,571,571,571,0.396,0.396,0.396
5392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,575,575,575,0.332,0.332,0.332
5420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,580,580,580,0.351,0.351,0.351
5431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,582,582,582,0.352,0.352,0.352
5442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,584,584,584,0.372,0.372,0.372
5453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,586,586,586,0.389,0.389,0.389
5459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,587,587,587,0.409,0.409,0.409
5481,,,,,,,,,,,,,14,14,14,0.11587859904342393,0.11587859904342393,0.11587859904342393,,,,,,,,,,,,,591,591,591,0.407,0.407,0.407
5487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,592,592,592,0.418,0.418,0.418
5714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,598,598,598,0.429,0.429,0.429
5737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,602,602,602,0.435,0.435,0.435
5765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,607,607,607,0.428,0.428,0.428
5776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,609,609,609,0.408,0.408,0.408
5820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,617,617,617,0.394,0.394,0.394
5872,,,,,,,,,,,,,15,15,15,0.10490129531655101,0.10490129531655101,0.10490129531655101,,,,,,,,,,,,,,,,,,
5900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,631,631,631,0.448,0.448,0.448
5903,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,0.168,0.168,0.168,,,,,,
5905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,632,632,632,0.448,0.448,0.448
5916,,,,,,,,,,,,,,,,,,,123,123,123,0.08,0.08,0.08,,,,,,,634,634,634,0.476,0.476,0.476
5928,,,,,,,,,,,,,,,,,,,,,,,,,6,6,6,0.168,0.168,0.168,,,,,,
5939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,638,638,638,0.487,0.487,0.487
5947,,,,,,,,,,,,,,,,,,,124,124,124,0.071,0.071,0.071,,,,,,,,,,,,
5972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,644,644,644,0.452,0.452,0.452
5977,,,,,,,,,,,,,,,,,,,125,125,125,0.07,0.07,0.07,,,,,,,,,,,,
6007,,,,,,,,,,,,,,,,,,,126,126,126,0.0665,0.0665,0.0665,,,,,,,,,,,,
6038,,,,,,,,,,,,,,,,,,,127,127,127,0.066,0.066,0.066,,,,,,,,,,,,
6067,,,,,,,0,0,0,0.095170456,0.095170456,0.095170456,,,,,,,,,,,,,,,,,,,,,,,,
6068,,,,,,,,,,,,,,,,,,,128,128,128,0.065,0.065,0.065,,,,,,,,,,,,
6098,,,,,,,,,,,,,,,,,,,129,129,129,0.065,0.065,0.065,,,,,,,,,,,,
6129,,,,,,,,,,,,,,,,,,,130,130,130,0.071,0.071,0.071,,,,,,,,,,,,
6159,,,,,,,,,,,,,,,,,,,131,131,131,0.078,0.078,0.078,,,,,,,,,,,,
6185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,648,648,648,0.433,0.433,0.433
6189,,,,,,,,,,,,,,,,,,,132,132,132,0.076,0.076,0.076,,,,,,,,,,,,
6190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,649,649,649,0.444,0.444,0.444
6218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,654,654,654,0.428,0.428,0.428
6220,,,,,,,,,,,,,,,,,,,133,133,133,0.076,0.076,0.076,,,,,,,,,,,,
6230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,656,656,656,0.412,0.412,0.412
6235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,657,657,657,0.399,0.399,0.399
6246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,659,659,659,0.41,0.41,0.41
6250,,,,,,,,,,,,,,,,,,,134,134,134,0.076,0.076,0.076,,,,,,,,,,,,
6252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,660,660,660,0.398,0.398,0.398
6263,,,,,,,,,,,,,16,16,16,0.11609785805063699,0.11609785805063699,0.11609785805063699,,,,,,,,,,,,,,,,,,
6280,,,,,,,,,,,,,,,,,,,135,135,135,0.077,0.077,0.077,,,,,,,,,,,,
6286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,666,666,666,0.378,0.378,0.378
6314,,,,,,,,,,,,,,,,,,,136,136,136,0.0765,0.0765,0.0765,,,,,,,,,,,,
6325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,673,673,673,0.444,0.444,0.444
6341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,676,676,676,0.444,0.444,0.444
6345,,,,,,,,,,,,,,,,,,,137,137,137,0.0785,0.0785,0.0785,,,,,,,,,,,,
6347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,677,677,677,0.423,0.423,0.423
6375,,,,,,,,,,,,,,,,,,,138,138,138,0.085,0.085,0.085,,,,,,,,,,,,
6403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,687,687,687,0.397,0.397,0.397
6405,,,,,,,,,,,,,,,,,,,139,139,139,0.0835,0.0835,0.0835,,,,,,,,,,,,
6409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,688,688,688,0.397,0.397,0.397
6414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,689,689,689,0.396,0.396,0.396
6436,,,,,,,,,,,,,,,,,,,140,140,140,0.082,0.082,0.082,,,,,,,,,,,,
6442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,694,694,694,0.399,0.399,0.399
6446,,,,,,,1,1,1,0.090734061,0.090734061,0.090734061,,,,,,,,,,,,,,,,,,,,,,,,
6466,,,,,,,,,,,,,,,,,,,141,141,141,0.0815,0.0815,0.0815,,,,,,,,,,,,
6497,,,,,,,,,,,,,,,,,,,142,142,142,0.0825,0.0825,0.0825,,,,,,,,,,,,
6527,,,,,,,,,,,,,,,,,,,143,143,143,0.082,0.082,0.082,,,,,,,,,,,,
6557,,,,,,,,,,,,,,,,,,,144,144,144,0.087,0.087,0.087,,,,,,,,,,,,
6588,,,,,,,,,,,,,,,,,,,145,145,145,0.0885,0.0885,0.0885,,,,,,,,,,,,
6618,,,,,,,,,,,,,,,,,,,146,146,146,0.0885,0.0885,0.0885,,,,,,,,,,,,
6648,,,,,,,,,,,,,,,,,,,147,147,147,0.0945,0.0945,0.0945,,,,,,,,,,,,
6652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,698,698,698,0.381,0.381,0.381
6655,,,,,,,,,,,,,17,17,17,0.12127602349470323,0.12127602349470323,0.12127602349470323,,,,,,,,,,,,,,,,,,
6679,,,,,,,,,,,,,,,,,,,148,148,148,0.0895,0.0895,0.0895,,,,,,,,,,,,
6697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,706,706,706,0.379,0.379,0.379
6709,,,,,,,,,,,,,,,,,,,149,149,149,0.0895,0.0895,0.0895,,,,,,,,,,,,
6725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711,711,711,0.411,0.411,0.411
6736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,713,713,713,0.43,0.43,0.43
6739,,,,,,,,,,,,,,,,,,,150,150,150,0.0865,0.0865,0.0865,,,,,,,,,,,,
6741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,714,714,714,0.449,0.449,0.449
6764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,718,718,718,0.429,0.429,0.429
6770,,,,,,,,,,,,,,,,,,,151,151,151,0.0905,0.0905,0.0905,,,,,,,,,,,,
6775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,720,720,720,0.412,0.412,0.412
6800,,,,,,,,,,,,,,,,,,,152,152,152,0.0905,0.0905,0.0905,,,,,,,,,,,,
6803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,725,725,725,0.45,0.45,0.45
6826,,,,,,,2,2,2,0.093260334,0.093260334,0.093260334,,,,,,,,,,,,,,,,,,,,,,,,
6830,,,,,,,,,,,,,,,,,,,153,153,153,0.0865,0.0865,0.0865,,,,,,,,,,,,
6831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,730,730,730,0.452,0.452,0.452
6848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,733,733,733,0.414,0.414,0.414
6853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,734,734,734,0.413,0.413,0.413
6859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,735,735,735,0.414,0.414,0.414
6861,,,,,,,,,,,,,,,,,,,154,154,154,0.088,0.088,0.088,,,,,,,,,,,,
6864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,736,736,736,0.404,0.404,0.404
6881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,739,739,739,0.405,0.405,0.405
6887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,740,740,740,0.394,0.394,0.394
6891,,,,,,,,,,,,,,,,,,,155,155,155,0.087,0.087,0.087,,,,,,,,,,,,
6898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,742,742,742,0.421,0.421,0.421
6904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,743,743,743,0.422,0.422,0.422
6921,,,,,,,,,,,,,,,,,,,156,156,156,0.081,0.081,0.081,,,,,,,,,,,,
6952,,,,,,,,,,,,,,,,,,,157,157,157,0.075,0.075,0.075,,,,,,,,,,,,
6982,,,,,,,,,,,,,,,,,,,158,158,158,0.068,0.068,0.068,,,,,,,,,,,,
7012,,,,,,,,,,,,,,,,,,,159,159,159,0.068,0.068,0.068,,,,,,,,,,,,
7043,,,,,,,,,,,,,,,,,,,160,160,160,0.07,0.07,0.07,,,,,,,,,,,,
7046,,,,,,,,,,,,,18,18,18,0.14119694953467632,0.14119694953467632,0.14119694953467632,,,,,,,,,,,,,,,,,,
7121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,748,748,748,0.422,0.422,0.422
7182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,759,759,759,0.425,0.425,0.425
7205,,,,,,,3,3,3,0.092206849,0.092206849,0.092206849,,,,,,,,,,,,,,,,,,,763,763,763,0.412,0.412,0.412
7210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,764,764,764,0.422,0.422,0.422
7227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,767,767,767,0.394,0.394,0.394
7233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,768,768,768,0.404,0.404,0.404
7277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,776,776,776,0.41,0.41,0.41
7322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,784,784,784,0.409,0.409,0.409
7328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,785,785,785,0.418,0.418,0.418
7334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,786,786,786,0.426,0.426,0.426
7351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,789,789,789,0.398,0.398,0.398
7359,,,,,,,,,,,,,,,,,,,,,,,,,7,7,7,0.198,0.198,0.198,,,,,,
7384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,795,795,795,0.419,0.419,0.419
7438,,,,,,,,,,,,,19,19,19,0.12982309624391633,0.12982309624391633,0.12982309624391633,,,,,,,,,,,,,,,,,,
7574,,,,,,,,,,,,,,,,,,,161,161,161,0.07,0.07,0.07,,,,,,,,,,,,
7585,,,,,,,4,4,4,0.10037512548667521,0.10037512548667521,0.10037512548667521,,,,,,,,,,,,,,,,,,,,,,,,
7587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,798,798,798,0.449,0.449,0.449
7604,,,,,,,,,,,,,,,,,,,162,162,162,0.068,0.068,0.068,,,,,,,801,801,801,0.431,0.431,0.431
7609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,802,802,802,0.43,0.43,0.43
7615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,803,803,803,0.439,0.439,0.439
7626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,805,805,805,0.42,0.42,0.42
7634,,,,,,,,,,,,,,,,,,,163,163,163,0.0635,0.0635,0.0635,,,,,,,,,,,,
7665,,,,,,,,,,,,,,,,,,,164,164,164,0.0635,0.0635,0.0635,,,,,,,,,,,,
7676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,814,814,814,0.421,0.421,0.421
7695,,,,,,,,,,,,,,,,,,,165,165,165,0.0685,0.0685,0.0685,,,,,,,,,,,,
7710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,820,820,820,0.351,0.351,0.351
7725,,,,,,,,,,,,,,,,,,,166,166,166,0.0715,0.0715,0.0715,,,,,,,,,,,,
7727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,823,823,823,0.325,0.325,0.325
7743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,826,826,826,0.341,0.341,0.341
7756,,,,,,,,,,,,,,,,,,,167,167,167,0.071,0.071,0.071,,,,,,,,,,,,
7777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,832,832,832,0.361,0.361,0.361
7782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,833,833,833,0.372,0.372,0.372
7786,,,,,,,,,,,,,,,,,,,168,168,168,0.07,0.07,0.07,,,,,,,,,,,,
7805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,837,837,837,0.345,0.345,0.345
7816,,,,,,,,,,,,,,,,,,,169,169,169,0.067,0.067,0.067,,,,,,,,,,,,
7827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,841,841,841,0.356,0.356,0.356
7829,,,,,,,,,,,,,20,20,20,0.13345540353896915,0.13345540353896915,0.13345540353896915,,,,,,,,,,,,,,,,,,
7833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,842,842,842,0.363,0.363,0.363
7847,,,,,,,,,,,,,,,,,,,170,170,170,0.071,0.071,0.071,,,,,,,,,,,,
7850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,845,845,845,0.395,0.395,0.395
7877,,,,,,,,,,,,,,,,,,,171,171,171,0.071,0.071,0.071,,,,,,,,,,,,
7907,,,,,,,,,,,,,,,,,,,172,172,172,0.07,0.07,0.07,,,,,,,,,,,,
7938,,,,,,,,,,,,,,,,,,,173,173,173,0.07,0.07,0.07,,,,,,,,,,,,
7964,,,,,,,5,5,5,0.085693186,0.085693186,0.085693186,,,,,,,,,,,,,,,,,,,,,,,,
7968,,,,,,,,,,,,,,,,,,,174,174,174,0.0765,0.0765,0.0765,,,,,,,,,,,,
7998,,,,,,,,,,,,,,,,,,,175,175,175,0.0805,0.0805,0.0805,,,,,,,,,,,,
8029,,,,,,,,,,,,,,,,,,,176,176,176,0.081,0.081,0.081,,,,,,,,,,,,
8059,,,,,,,,,,,,,,,,,,,177,177,177,0.088,0.088,0.088,,,,,,,,,,,,
8065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,849,849,849,0.43,0.43,0.43
8071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,850,850,850,0.41,0.41,0.41
8082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,852,852,852,0.409,0.409,0.409
8087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,853,853,853,0.407,0.407,0.407
8089,,,,,,,,,,,,,,,,,,,178,178,178,0.094,0.094,0.094,,,,,,,,,,,,
8120,,,,,,,,,,,,,,,,,,,179,179,179,0.103,0.103,0.103,,,,,,,,,,,,
8121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,859,859,859,0.399,0.399,0.399
8150,,,,,,,,,,,,,,,,,,,180,180,180,0.101,0.101,0.101,,,,,,,,,,,,
8166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,867,867,867,0.365,0.365,0.365
8171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,868,868,868,0.373,0.373,0.373
